总排放量,用电量(MWh),用烟煤量（吨）,用柴油量（吨）
7.524912000000000000e+07,1.637078560000000000e+08,1.420726093750000000e+05,2.496846313476562500e+02
7.653121600000000000e+07,1.674838720000000000e+08,1.364375781250000000e+05,2.007418823242187500e+02
7.588178400000000000e+07,1.724765760000000000e+08,1.410730000000000000e+05,2.270511932373046875e+02
7.605354400000000000e+07,1.794888480000000000e+08,1.392154687500000000e+05,2.114907989501953125e+02
7.624914400000000000e+07,1.702441920000000000e+08,1.438876250000000000e+05,2.118071441650390625e+02
7.550077600000000000e+07,1.684663520000000000e+08,1.455649218750000000e+05,2.436517181396484375e+02
7.623038400000000000e+07,1.614011040000000000e+08,1.372530312500000000e+05,2.156260375976562500e+02
7.586493600000000000e+07,1.707956480000000000e+08,1.407929531250000000e+05,2.220469818115234375e+02
7.596255200000000000e+07,1.706943200000000000e+08,1.448928593750000000e+05,2.227698669433593750e+02
7.634505600000000000e+07,1.677929440000000000e+08,1.397182812500000000e+05,2.055991210937500000e+02
7.625734400000000000e+07,1.699234080000000000e+08,1.419478593750000000e+05,2.204580688476562500e+02
7.656857600000000000e+07,1.724942240000000000e+08,1.412761093750000000e+05,2.041259307861328125e+02
7.653483200000000000e+07,1.712765600000000000e+08,1.339028593750000000e+05,2.013749237060546875e+02
7.795056000000000000e+07,1.702787840000000000e+08,1.246702031250000000e+05,1.326656036376953125e+02
7.529212000000000000e+07,1.807156640000000000e+08,1.459189843750000000e+05,2.452704620361328125e+02
7.682745600000000000e+07,1.639660000000000000e+08,1.361387031250000000e+05,1.943161621093750000e+02
7.664684800000000000e+07,1.646056480000000000e+08,1.369659375000000000e+05,1.977989196777343750e+02
7.564986400000000000e+07,1.605874720000000000e+08,1.474650000000000000e+05,2.394178924560546875e+02
7.576076800000000000e+07,1.656514400000000000e+08,1.476841875000000000e+05,2.299090576171875000e+02
7.595476800000000000e+07,1.705977280000000000e+08,1.413551875000000000e+05,2.212805938720703125e+02
7.628845600000000000e+07,1.570121440000000000e+08,1.389697812500000000e+05,2.150999145507812500e+02
7.620474400000000000e+07,1.701321760000000000e+08,1.354119843750000000e+05,2.106404266357421875e+02
7.709781600000000000e+07,1.597111360000000000e+08,1.319380468750000000e+05,1.829345855712890625e+02
7.676733600000000000e+07,1.601752000000000000e+08,1.373420468750000000e+05,1.994401855468750000e+02
7.565294400000000000e+07,1.768447200000000000e+08,1.438940312500000000e+05,2.332364959716796875e+02
7.566017600000000000e+07,1.723924960000000000e+08,1.447016093750000000e+05,2.311670837402343750e+02
7.639940800000000000e+07,1.673660000000000000e+08,1.434439062500000000e+05,2.111594085693359375e+02
7.558898400000000000e+07,1.749332480000000000e+08,1.423130625000000000e+05,2.318309783935546875e+02
7.510122400000000000e+07,1.648171680000000000e+08,1.489805937500000000e+05,2.574547119140625000e+02
7.628063200000000000e+07,1.728876000000000000e+08,1.397741875000000000e+05,2.100188903808593750e+02
7.659379200000000000e+07,1.740732320000000000e+08,1.346885156250000000e+05,2.011767425537109375e+02
7.755814400000000000e+07,1.722628160000000000e+08,1.286885078125000000e+05,1.586393890380859375e+02
7.654820800000000000e+07,1.687260640000000000e+08,1.345971562500000000e+05,2.004909210205078125e+02
7.670012800000000000e+07,1.852089280000000000e+08,1.366024062500000000e+05,1.928015136718750000e+02
7.534668000000000000e+07,1.734516480000000000e+08,1.450959843750000000e+05,2.418138427734375000e+02
7.688972000000000000e+07,1.713159520000000000e+08,1.387459843750000000e+05,1.947731170654296875e+02
7.682433600000000000e+07,1.702221440000000000e+08,1.355003281250000000e+05,1.964593658447265625e+02
7.650522400000000000e+07,1.777174080000000000e+08,1.395256250000000000e+05,2.008651428222656250e+02
7.553876000000000000e+07,1.776869440000000000e+08,1.468681250000000000e+05,2.409763031005859375e+02
7.504812000000000000e+07,1.725305440000000000e+08,1.438464218750000000e+05,2.512413635253906250e+02
7.521332800000000000e+07,1.722377440000000000e+08,1.460780156250000000e+05,2.462547454833984375e+02
7.524244800000000000e+07,1.666218240000000000e+08,1.437690000000000000e+05,2.455436096191406250e+02
7.663062400000000000e+07,1.705261760000000000e+08,1.317260781250000000e+05,1.967005920410156250e+02
7.634902400000000000e+07,1.714497280000000000e+08,1.402742968750000000e+05,2.074780731201171875e+02
7.718382400000000000e+07,1.570018080000000000e+08,1.285558281250000000e+05,1.727549133300781250e+02
7.699008800000000000e+07,1.656811840000000000e+08,1.306050546875000000e+05,1.775407257080078125e+02
7.708439200000000000e+07,1.665068960000000000e+08,1.305056953125000000e+05,1.720663604736328125e+02
7.629046400000000000e+07,1.703153440000000000e+08,1.324629843750000000e+05,2.041125335693359375e+02
7.621272800000000000e+07,1.691598560000000000e+08,1.399650781250000000e+05,2.163056793212890625e+02
7.634409600000000000e+07,1.707146720000000000e+08,1.426712031250000000e+05,2.102944793701171875e+02
7.641666400000000000e+07,1.634614240000000000e+08,1.376569843750000000e+05,2.084557952880859375e+02
7.630002400000000000e+07,1.698536000000000000e+08,1.372447187500000000e+05,2.114356994628906250e+02
7.738835200000000000e+07,1.757376000000000000e+08,1.295178046875000000e+05,1.613619079589843750e+02
7.489600800000000000e+07,1.658747360000000000e+08,1.455709062500000000e+05,2.528825531005859375e+02
7.657267200000000000e+07,1.752856000000000000e+08,1.379222656250000000e+05,2.011401214599609375e+02
7.657471200000000000e+07,1.704305600000000000e+08,1.386207187500000000e+05,2.021615905761718750e+02
7.572132000000000000e+07,1.721489280000000000e+08,1.448705468750000000e+05,2.321975708007812500e+02
7.566484800000000000e+07,1.725278560000000000e+08,1.402264843750000000e+05,2.329810028076171875e+02
7.684406400000000000e+07,1.695479200000000000e+08,1.368403437500000000e+05,1.882368469238281250e+02
7.583541600000000000e+07,1.659034240000000000e+08,1.467562031250000000e+05,2.358078613281250000e+02
7.611246400000000000e+07,1.676538080000000000e+08,1.405356250000000000e+05,2.219819030761718750e+02
7.644449600000000000e+07,1.774872960000000000e+08,1.359283750000000000e+05,1.982672424316406250e+02
7.627424000000000000e+07,1.697335840000000000e+08,1.377987187500000000e+05,2.119328918457031250e+02
7.675830400000000000e+07,1.732537440000000000e+08,1.376998125000000000e+05,1.963264160156250000e+02
7.547808800000000000e+07,1.718635840000000000e+08,1.494980156250000000e+05,2.424313201904296875e+02
7.551723200000000000e+07,1.679144960000000000e+08,1.448491562500000000e+05,2.442212524414062500e+02
7.667385600000000000e+07,1.835827680000000000e+08,1.372030312500000000e+05,1.938948822021484375e+02
7.640885600000000000e+07,1.707179360000000000e+08,1.350537968750000000e+05,2.065194549560546875e+02
7.661681600000000000e+07,1.628824480000000000e+08,1.360313593750000000e+05,2.023082885742187500e+02
7.657101600000000000e+07,1.721892960000000000e+08,1.400689375000000000e+05,2.012128601074218750e+02
7.583289600000000000e+07,1.665348320000000000e+08,1.434852031250000000e+05,2.324990386962890625e+02
7.566528000000000000e+07,1.700289440000000000e+08,1.424672343750000000e+05,2.297140655517578125e+02
7.658400000000000000e+07,1.847721120000000000e+08,1.359562500000000000e+05,1.953654785156250000e+02
7.727612800000000000e+07,1.819540480000000000e+08,1.361738125000000000e+05,1.707925872802734375e+02
7.678397600000000000e+07,1.653589440000000000e+08,1.390169062500000000e+05,1.949687500000000000e+02
7.554718400000000000e+07,1.771996320000000000e+08,1.428967656250000000e+05,2.325833282470703125e+02
7.591768800000000000e+07,1.693251680000000000e+08,1.487597812500000000e+05,2.301184692382812500e+02
7.694557600000000000e+07,1.706177120000000000e+08,1.341141875000000000e+05,1.821416015625000000e+02
7.685889600000000000e+07,1.777875680000000000e+08,1.363251093750000000e+05,1.879310455322265625e+02
7.630078400000000000e+07,1.719398720000000000e+08,1.415223125000000000e+05,2.094925842285156250e+02
7.703703200000000000e+07,1.660968800000000000e+08,1.323522031250000000e+05,1.838896331787109375e+02
7.625948800000000000e+07,1.736997440000000000e+08,1.433263125000000000e+05,2.221538238525390625e+02
7.689756800000000000e+07,1.626374240000000000e+08,1.362243593750000000e+05,1.925126647949218750e+02
7.652426400000000000e+07,1.662575360000000000e+08,1.406567187500000000e+05,2.049750366210937500e+02
7.611697600000000000e+07,1.748310880000000000e+08,1.482410156250000000e+05,2.226369018554687500e+02
7.690397600000000000e+07,1.644209440000000000e+08,1.350362812500000000e+05,1.890847320556640625e+02
7.648667200000000000e+07,1.782442560000000000e+08,1.360593593750000000e+05,2.008879241943359375e+02
7.710000800000000000e+07,1.682612480000000000e+08,1.417036250000000000e+05,1.867711944580078125e+02
7.572095200000000000e+07,1.691762560000000000e+08,1.423147343750000000e+05,2.316253356933593750e+02
7.673671200000000000e+07,1.707076480000000000e+08,1.380506406250000000e+05,1.939924774169921875e+02
7.685203200000000000e+07,1.631360960000000000e+08,1.327229531250000000e+05,1.932111053466796875e+02
7.563290400000000000e+07,1.681170560000000000e+08,1.464504843750000000e+05,2.293479461669921875e+02
7.696136000000000000e+07,1.779194080000000000e+08,1.421788593750000000e+05,1.817390594482421875e+02
7.636777600000000000e+07,1.729860320000000000e+08,1.353417343750000000e+05,2.099836425781250000e+02
7.685624000000000000e+07,1.681389760000000000e+08,1.326138593750000000e+05,1.851783905029296875e+02
7.734443200000000000e+07,1.743171200000000000e+08,1.360743437500000000e+05,1.673213195800781250e+02
7.669301600000000000e+07,1.729133440000000000e+08,1.386617500000000000e+05,1.944976043701171875e+02
7.611948800000000000e+07,1.681670720000000000e+08,1.345551718750000000e+05,2.160990600585937500e+02
7.532296800000000000e+07,1.768101760000000000e+08,1.462356718750000000e+05,2.403055725097656250e+02
7.750646400000000000e+07,1.772784960000000000e+08,1.263345859375000000e+05,1.570899810791015625e+02
7.644973600000000000e+07,1.721907520000000000e+08,1.412320000000000000e+05,2.085471038818359375e+02
7.467045600000000000e+07,1.678290880000000000e+08,1.507705937500000000e+05,2.637889099121093750e+02
7.456990400000000000e+07,1.717402560000000000e+08,1.513154062500000000e+05,2.681081848144531250e+02
7.612599200000000000e+07,1.610910080000000000e+08,1.388391250000000000e+05,2.197573242187500000e+02
7.599262400000000000e+07,1.653516320000000000e+08,1.386612500000000000e+05,2.210813751220703125e+02
7.501194400000000000e+07,1.711071840000000000e+08,1.482741718750000000e+05,2.561127929687500000e+02
7.702443200000000000e+07,1.705284960000000000e+08,1.331427187500000000e+05,1.761545562744140625e+02
7.611735200000000000e+07,1.697286240000000000e+08,1.386738125000000000e+05,2.201230621337890625e+02
7.683176000000000000e+07,1.722638720000000000e+08,1.320812343750000000e+05,1.866767578125000000e+02
7.672439200000000000e+07,1.672612320000000000e+08,1.390419218750000000e+05,2.032442779541015625e+02
7.470147200000000000e+07,1.770553280000000000e+08,1.490295937500000000e+05,2.640109558105468750e+02
7.614155200000000000e+07,1.722086240000000000e+08,1.376040625000000000e+05,2.152907562255859375e+02
7.635959200000000000e+07,1.792401120000000000e+08,1.391670781250000000e+05,2.128009033203125000e+02
7.638511200000000000e+07,1.684477760000000000e+08,1.436257656250000000e+05,2.107053375244140625e+02
7.616180000000000000e+07,1.744847360000000000e+08,1.430677343750000000e+05,2.198923187255859375e+02
7.715096800000000000e+07,1.592233920000000000e+08,1.312297343750000000e+05,1.788296508789062500e+02
7.621472800000000000e+07,1.726081600000000000e+08,1.400525000000000000e+05,2.100528411865234375e+02
7.646746400000000000e+07,1.673271040000000000e+08,1.383028281250000000e+05,2.049874267578125000e+02
7.632069600000000000e+07,1.685845920000000000e+08,1.337399375000000000e+05,2.057838745117187500e+02
7.756898400000000000e+07,1.742429440000000000e+08,1.281163671875000000e+05,1.500499114990234375e+02
7.625689600000000000e+07,1.721901760000000000e+08,1.380452343750000000e+05,2.074584197998046875e+02
7.668508000000000000e+07,1.621090880000000000e+08,1.388736875000000000e+05,1.956070098876953125e+02
7.601665600000000000e+07,1.703874720000000000e+08,1.394851093750000000e+05,2.228520050048828125e+02
7.661012800000000000e+07,1.688158560000000000e+08,1.386932187500000000e+05,2.101623992919921875e+02
7.548288000000000000e+07,1.775077440000000000e+08,1.435613437500000000e+05,2.420840759277343750e+02
7.479613600000000000e+07,1.693255040000000000e+08,1.452862031250000000e+05,2.582793884277343750e+02
7.647284800000000000e+07,1.667374720000000000e+08,1.414136250000000000e+05,2.057086029052734375e+02
7.666201600000000000e+07,1.658741920000000000e+08,1.418307812500000000e+05,2.050247344970703125e+02
7.609908000000000000e+07,1.736775680000000000e+08,1.412772343750000000e+05,2.152857360839843750e+02
7.454734400000000000e+07,1.686020320000000000e+08,1.489686406250000000e+05,2.697386779785156250e+02
7.621498400000000000e+07,1.693143040000000000e+08,1.399797500000000000e+05,2.174197540283203125e+02
7.501180800000000000e+07,1.676003840000000000e+08,1.485035312500000000e+05,2.587801208496093750e+02
7.757982400000000000e+07,1.753166400000000000e+08,1.322088750000000000e+05,1.583353881835937500e+02
7.525357600000000000e+07,1.740522560000000000e+08,1.469835000000000000e+05,2.525825347900390625e+02
7.672791200000000000e+07,1.618171200000000000e+08,1.400527500000000000e+05,2.005032196044921875e+02
7.540485600000000000e+07,1.664038240000000000e+08,1.445891406250000000e+05,2.433458862304687500e+02
7.692707200000000000e+07,1.714596320000000000e+08,1.413964843750000000e+05,1.907253417968750000e+02
7.419056000000000000e+07,1.699924960000000000e+08,1.431581562500000000e+05,2.678629760742187500e+02
7.680356800000000000e+07,1.706788480000000000e+08,1.352211093750000000e+05,1.956844177246093750e+02
7.681502400000000000e+07,1.713363200000000000e+08,1.372986718750000000e+05,1.910042877197265625e+02
7.784583200000000000e+07,1.735983840000000000e+08,1.252863906250000000e+05,1.401897277832031250e+02
7.602870400000000000e+07,1.745620160000000000e+08,1.443479687500000000e+05,2.212122802734375000e+02
7.700168800000000000e+07,1.715358080000000000e+08,1.391919531250000000e+05,1.845100860595703125e+02
7.654877600000000000e+07,1.748559520000000000e+08,1.395654843750000000e+05,1.965874023437500000e+02
7.508032000000000000e+07,1.711838240000000000e+08,1.411982343750000000e+05,2.478277893066406250e+02
7.616271200000000000e+07,1.687711360000000000e+08,1.357344687500000000e+05,2.188565521240234375e+02
7.587643200000000000e+07,1.796000320000000000e+08,1.439973437500000000e+05,2.242893218994140625e+02
7.715366400000000000e+07,1.651724640000000000e+08,1.372356250000000000e+05,1.837124328613281250e+02
7.608188800000000000e+07,1.792690400000000000e+08,1.358335000000000000e+05,2.082357635498046875e+02
7.707838400000000000e+07,1.747737600000000000e+08,1.321850000000000000e+05,1.781677856445312500e+02
7.667164800000000000e+07,1.767421440000000000e+08,1.342982656250000000e+05,1.965988159179687500e+02
7.636215200000000000e+07,1.757411520000000000e+08,1.465994218750000000e+05,2.107518005371093750e+02
7.479403200000000000e+07,1.734660480000000000e+08,1.459470625000000000e+05,2.568222351074218750e+02
7.562346400000000000e+07,1.718260000000000000e+08,1.427748750000000000e+05,2.367218933105468750e+02
7.657474400000000000e+07,1.708336800000000000e+08,1.364247500000000000e+05,1.981374816894531250e+02
7.673325600000000000e+07,1.750411040000000000e+08,1.351467656250000000e+05,1.916948699951171875e+02
7.561022400000000000e+07,1.703501280000000000e+08,1.411678906250000000e+05,2.323603057861328125e+02
7.644320000000000000e+07,1.630709760000000000e+08,1.353610625000000000e+05,2.104003143310546875e+02
7.521574400000000000e+07,1.715731200000000000e+08,1.478391093750000000e+05,2.496697692871093750e+02
7.484173600000000000e+07,1.699001120000000000e+08,1.431082031250000000e+05,2.583572998046875000e+02
7.754785600000000000e+07,1.717288960000000000e+08,1.302394062500000000e+05,1.614466400146484375e+02
7.646997600000000000e+07,1.719799680000000000e+08,1.373235781250000000e+05,2.006821289062500000e+02
7.626911200000000000e+07,1.724335680000000000e+08,1.359914062500000000e+05,2.060176086425781250e+02
7.641134400000000000e+07,1.766897120000000000e+08,1.382583750000000000e+05,2.022583923339843750e+02
7.728554400000000000e+07,1.740841760000000000e+08,1.326199218750000000e+05,1.679267730712890625e+02
7.625888800000000000e+07,1.683566560000000000e+08,1.357893437500000000e+05,2.118701782226562500e+02
7.495014400000000000e+07,1.712656960000000000e+08,1.501026562500000000e+05,2.546881561279296875e+02
7.625304800000000000e+07,1.742147680000000000e+08,1.391238906250000000e+05,2.142506103515625000e+02
7.696369600000000000e+07,1.701918240000000000e+08,1.378343750000000000e+05,1.829483337402343750e+02
7.626296000000000000e+07,1.667178240000000000e+08,1.457605312500000000e+05,2.154761810302734375e+02
7.620260000000000000e+07,1.713819680000000000e+08,1.368824062500000000e+05,2.090279541015625000e+02
7.703005600000000000e+07,1.671544000000000000e+08,1.298239531250000000e+05,1.811606445312500000e+02
7.589249600000000000e+07,1.748070080000000000e+08,1.420591562500000000e+05,2.240337219238281250e+02
7.684247200000000000e+07,1.720535840000000000e+08,1.374159062500000000e+05,1.888229064941406250e+02
7.561612800000000000e+07,1.769059680000000000e+08,1.420985156250000000e+05,2.298043670654296875e+02
7.592461600000000000e+07,1.685073120000000000e+08,1.481130937500000000e+05,2.235719299316406250e+02
7.633300800000000000e+07,1.693750880000000000e+08,1.410283750000000000e+05,2.104056243896484375e+02
7.564119200000000000e+07,1.741468960000000000e+08,1.423029531250000000e+05,2.335303649902343750e+02
7.536028800000000000e+07,1.666944480000000000e+08,1.450826093750000000e+05,2.459548797607421875e+02
7.668993600000000000e+07,1.691156800000000000e+08,1.337820156250000000e+05,1.954658508300781250e+02
7.710077600000000000e+07,1.614231680000000000e+08,1.328007031250000000e+05,1.809607391357421875e+02
7.639417600000000000e+07,1.673144160000000000e+08,1.417600937500000000e+05,2.084395294189453125e+02
7.601387200000000000e+07,1.733960000000000000e+08,1.435661875000000000e+05,2.242185974121093750e+02
7.678135200000000000e+07,1.665456800000000000e+08,1.393900937500000000e+05,1.954168701171875000e+02
7.570136000000000000e+07,1.706652480000000000e+08,1.440196718750000000e+05,2.343383789062500000e+02
7.642874400000000000e+07,1.678056160000000000e+08,1.352562343750000000e+05,2.057681427001953125e+02
7.395703200000000000e+07,1.689672800000000000e+08,1.520705156250000000e+05,2.817650146484375000e+02
7.614235200000000000e+07,1.681481760000000000e+08,1.373752812500000000e+05,2.197805175781250000e+02
7.696106400000000000e+07,1.706860480000000000e+08,1.351433750000000000e+05,1.875363616943359375e+02
7.550514400000000000e+07,1.707700000000000000e+08,1.385388593750000000e+05,2.305641174316406250e+02
7.595847200000000000e+07,1.649539840000000000e+08,1.405080625000000000e+05,2.289731597900390625e+02
7.762668800000000000e+07,1.655872000000000000e+08,1.319216406250000000e+05,1.569623260498046875e+02
7.567384800000000000e+07,1.801360640000000000e+08,1.414011250000000000e+05,2.280080566406250000e+02
7.659619200000000000e+07,1.690914080000000000e+08,1.334517812500000000e+05,1.904052276611328125e+02
7.634592800000000000e+07,1.727692800000000000e+08,1.388171718750000000e+05,2.067649993896484375e+02
7.535224000000000000e+07,1.677045280000000000e+08,1.448260468750000000e+05,2.469107360839843750e+02
7.561994400000000000e+07,1.755029120000000000e+08,1.497079531250000000e+05,2.385046539306640625e+02
7.641452800000000000e+07,1.707934080000000000e+08,1.335555000000000000e+05,1.998997802734375000e+02
7.604641600000000000e+07,1.672639040000000000e+08,1.416792187500000000e+05,2.250111541748046875e+02
7.724355200000000000e+07,1.653967680000000000e+08,1.310476171875000000e+05,1.714155578613281250e+02
7.576768000000000000e+07,1.563846880000000000e+08,1.414333750000000000e+05,2.294981231689453125e+02
7.702267200000000000e+07,1.715226400000000000e+08,1.362302968750000000e+05,1.833836669921875000e+02
7.630888000000000000e+07,1.765622240000000000e+08,1.432931562500000000e+05,2.153251037597656250e+02
7.708545600000000000e+07,1.630152640000000000e+08,1.327246093750000000e+05,1.809193725585937500e+02
7.522570400000000000e+07,1.711063840000000000e+08,1.484808906250000000e+05,2.460616302490234375e+02
7.660395200000000000e+07,1.738597120000000000e+08,1.373071093750000000e+05,1.974266662597656250e+02
7.487084000000000000e+07,1.670911840000000000e+08,1.456919218750000000e+05,2.582608947753906250e+02
7.655186400000000000e+07,1.661777920000000000e+08,1.396716875000000000e+05,2.043336791992187500e+02
7.653164800000000000e+07,1.692683040000000000e+08,1.404888281250000000e+05,2.061605682373046875e+02
7.676348800000000000e+07,1.672253920000000000e+08,1.386522187500000000e+05,1.975019073486328125e+02

# 均值和标准差对比
mean_fake,std_fake,mean_real,std_real
76172784.0,747552.5,2424059.0,9165073.0
170343328.0,5175103.0,6590564.0,33894640.0
139718.8125,5572.48974609375,200152.28125,141821.0625
213.94200134277344,27.05120086669922,344.0693054199219,397.2253112792969


3000 1631 30 38 
91 84 96 93
